dataset,seed,fold,n_test,fold_mask_sha256
ERKIC50,4,6,1544,c81d1b0fc743a25b47c46e35dcaf37a965d58fa16e494ead1652408adf2388d0
ERKIC50,4,7,1544,026857eb140ea96c2d486fc59eefb5783a454fff75a410e078f42e3b72757436
ERKIC50,4,8,1544,ee44917f0d406009308f6ca1965a4c08f51a0b8df9c4a27135008b522fce2cbd
ERKIC50,4,9,1544,e15572a28bde224460aa32171a01790c09926abbcc599599632c5d4373a136fd
ERKIC50,4,10,1544,68c1c0c028737c2fc4a8e69e2f4bdb221963f6ae8b214857713a9cba06194d4d
ERKIC50,5,1,1545,15ea7121baf21e3264d4243482f8b47c13fadb9260524bd9f256791bcda3269f
ERKIC50,5,2,1545,2df03f288cac65ae65f788bce58e547a3ad59cb4b84c0f54c4eeb991d6de1355
ERKIC50,5,3,1545,2379485eb0770322a8e40d7989303d8894ae272a0a51aa355a9250c872d236b6
ERKIC50,5,4,1544,823f4156037c08d472497a37c797bf6c45df490348a4c9e342cde7e73cc94403
ERKIC50,5,5,1544,acc657c1e91d57df462d1fe50dcd9b0dda4d3f249c5e24a05130c8d273d8ddc3
ERKIC50,5,6,1544,6abf485a4b03bf9d2945ea4799a83e034a183c6e0e7c94c9fce957d1cf322fed
ERKIC50,5,7,1544,49b3b6959f50c6b0bc6b8a011032525fabd4aec7932c9a9a2e3539eada52eb85
ERKIC50,5,8,1544,d7d4d2d82642a378cb5766ca0fe838e39fc9a4ae46be09c0ef8839e90ded7307
ERKIC50,5,9,1544,cc2c8fb3635c7a504c87af23aa3813f397bba3254b764e296cc8f23ff3282f11
ERKIC50,5,10,1544,4346b2f5d4dbc1062484bdd1f50b463dcd4e2437e86ac93da5eaf896aad0a535
ERKIC50,6,1,1545,dde315442f8d97b57785cb107fec803543bffbc56b6efafda4b44b47ed8238c9
ERKIC50,6,2,1545,3c0d6b48060a2f9b01dc0ea7483e9e5c0d061e6d8871d24535164b05618b5984
ERKIC50,6,3,1545,23fae76cd2facd4e0cc9ed68608583bd7e49fd34e370f6ef8aecd5ebefabc3b7
ERKIC50,6,4,1544,fb8da8672fb493212eef8648498a22d0f1e9eaab83c2012cdee0e8bee19a72b3
ERKIC50,6,5,1544,a2f4c486b3d600887931ae5e273fdd64d5257294ff84aeff1f2e192c11d369a2
ERKIC50,6,6,1544,ce1d54a136ae38183f76ff3911596de1437944e742b33d421c42180a553e4d81
ERKIC50,6,7,1544,0dfd82c77a8dc3ee028f4c5bb0f2ce9298f469e42ca11aa54a735b4108c56bf8
ERKIC50,6,8,1544,f6b618e2e070eb98141d2685bf782320d7b9ebda886a69555afcd68fd139563c
ERKIC50,6,9,1544,afdb1b8a9e055b56912f586f0497cc7f1824e828095f44b9aa6822e82016c59d
ERKIC50,6,10,1544,4e35a63f05bb29cf103663d1aa67c4b35aa0e30fcadeab5ab4b2ac6c55640491
ERKIC50,7,1,1545,046e04c9648d76f7d0b151e7492ac3371cf2e22f8e4a2a211b1c96e7f213f26b
ERKIC50,7,2,1545,7efa5ecd7e55ac12f72a8f5cde12886ffcb2400b3371c703da04d0a6dec5c0f8
ERKIC50,7,3,1545,921a742222d4ee286cdf13801645891cea060e87188fbea43e67529df3aa2e72
ERKIC50,7,4,1544,09a33ae0916cbef3cfac2a58628359b9f7816cda0517aa18963ba706e4790c17
ERKIC50,7,5,1544,8501aebf0f50abae6e2b5464abe19d39e610ca812c14b634a10889453c63a1b9
ERKIC50,7,6,1544,2fd9a41d3ca2cc6f09f9f3a132bddad5d81fb41369e73cb3cdb9142209785d0d
ERKIC50,7,7,1544,5c86ee53b24b9baa14e1970b84ef3b8d86804b104f2110c36a6f3ad84bac8ff9
ERKIC50,7,8,1544,fc1867023a6d9034d127fa3d7d10be629cdf7fe75d5d241b1f4b7f7ce5349c6f
ERKIC50,7,9,1544,c258d3fc692c66093459636d113c148cf734eff5ebd7ff7c8bd58c5b6018800e
ERKIC50,7,10,1544,235948ed3f143fdb60b8e247fb4ff3f0af3b0c89078e1bb2ed3000e3c85d2e56
ERKIC50,8,1,1545,51457eb826367de5151ffcff6564cf0b384a3ea170bc19348538897b366ba028
ERKIC50,8,2,1545,1d47c154e5ed3a414541752e7420900c6dfc72a78ab0655df4eda3100a363b49
ERKIC50,8,3,1545,d09549a87cbf02a74a7e1b93009875f8f79f77ea27f165639d1496a378c44a20
ERKIC50,8,4,1544,25320d768c6bf92a6894d1440697939916d384b7a2eff32287a1949d3fe1a1a8
ERKIC50,8,5,1544,c51d56be1317aef6b6457b5e45003c22d59940f14370902f34d4ccd5bc9c1c70
ERKIC50,8,6,1544,954dee69f073461b422cfc8935d1b7f6f4e937895af09952bce1b1279b7184c1
ERKIC50,8,7,1544,b8fe7c6cabe99f9b8b8c40541258093e7d3b26be78e45add69693470583bb145
ERKIC50,8,8,1544,82d1046b2b88b78222bda8c7488f97690a9b099dfc9ac47f19a278f4c140529d
ERKIC50,8,9,1544,7d2acae4c82ca94641a88da3f0f135a70a3c8f314d3a41b79048e111edd0bd29
ERKIC50,8,10,1544,0e5a52fef778f093a56a0ee77a53ed95193ccb05cf7ccb7ee2d10392d0dd61da
ERKIC50,9,1,1545,a8bf29fba6b5cd26a063fefbd5ab56a09acdaa51b7af7ef9876509df39ed38db
ERKIC50,9,2,1545,f2a11f81063b2c75d960688f0050d8505ef6d66c8fe7950e198bacc198595083
ERKIC50,9,3,1545,cb512fa998018aecc19b88e344f742044dde7deaac9989bd75497f938cd7b500
ERKIC50,9,4,1544,e80a9172b68ceaa4af7d3ffe81e6ff97eb6aa8b597653c80bb4def9ba8c8e007
ERKIC50,9,5,1544,906c6265bb225b60e654bb76d90ebc7323f9d74ff3a9cdaae497e6e6b377dbff
ERKIC50,9,6,1544,e65badd10cdbb1acf1b87a93c76db0c1bff62ffb2cefd678cef3cff9592af252
ERKIC50,9,7,1544,e8f4f3d03baae2b2f0fa8b7c9ddc1da79b745d0b24aa3e971e2e6dcd3e2b3d49
ERKIC50,9,8,1544,47dbfb122eb40e9c918589bb4654b296840499475b906ff75eed509b881909ec
ERKIC50,9,9,1544,a0ee2ed906eeb8261456f9c1f7d50b35a1211dc11f2e43b310fe6e0df8498191
ERKIC50,9,10,1544,b5edcd4a0f28634c78433bed451088936a8838bfb3588316e9661bc30bee8e7a
PI3KAUC,0,1,1334,174952a90d5081465817ccd3be45b51b6a21bd7c84ef49003873aa5cfe451d33
PI3KAUC,0,2,1333,6a3d80add4a615236e23f65d8fc0d33274651777217006073a69a7d4a043da6c
PI3KAUC,0,3,1333,75e33e346480f467d2afbee4678ff817e474dfb91e28ccc744a907509386e69b
PI3KAUC,0,4,1333,d20bcfe8aa4c40878240dbd3cef10ea4a3c1152f75c24c43dce6a423b321b619
PI3KAUC,0,5,1333,d7196ba9de3ea552e8fbc9e55d86f8036cbc975afa9c8d01c5a62f4c50445551
PI3KAUC,0,6,1333,464dd6ce8b2e71d5282ba93b1adaf3cc8b04260f97973f3d8c17dae68d8ce5a1
PI3KAUC,0,7,1333,a2246200dceb5d1348cf783c0478355c80f5361a2be1bd5a6a1f1a9c4bdbdea3
PI3KAUC,0,8,1333,7e1a97006c09d9504e3eb9afeeefa0d732055e1f171cc56f617f611fba6d4cc7
PI3KAUC,0,9,1333,98c69df9ebadac4aa3c3c8068ef453bc4d09a4fc6a79f47b35c93d6b2289b306
PI3KAUC,0,10,1333,c94e5a43ffb0d207dfaadd22764369f179c9fbc36cc72c82fc3b71637d1cccec
PI3KAUC,1,1,1334,826b7eb91ee4f1a921859a9ad5a4e922e1dfb8f27dca0184f12906f95bcdb3e9
PI3KAUC,1,2,1333,ae6ce5b7616dafb318608cfee952140c3fa20e6eab7adaab0fa95974076310b7
PI3KAUC,1,3,1333,7aed0a13ff36c239a89fa8ca699611e46c4d903c1fb00d88dad10691bde19ec8
PI3KAUC,1,4,1333,988f40b1b199af3186cad9597134a73d4b05f2f966c25c0e3c577ba727fd54cc
PI3KAUC,1,5,1333,a06e6d18b48c383b4c72f075ac532fc73f4eadb390a39618d306e496061b5c86
PI3KAUC,1,6,1333,323969ae8497659c33d55e6b3110533d90d656fb14478b43f8e3af6991b1fd51
PI3KAUC,1,7,1333,acf7e52aaa7b24e7f75c8bc12c7e50048ba36a95bea12cdcf8e05658ba91e346
PI3KAUC,1,8,1333,ef5f16c742f7f1cd89b40dd33845a74b66a493c28fba54508054762dd4ca9051
PI3KAUC,1,9,1333,6f171640894d2b32c4353036a5826962c92655d75b33784c5f2786efae6f5a73
PI3KAUC,1,10,1333,66626ce383f9a14ff1b2f88d7561f4ea28fc857446687fbbe7ec5bd54c4ad571
PI3KAUC,2,1,1334,0848b944b01b9cd6a7fd7a21076e06fe916015da1fcff2536783bd18f69b3698
PI3KAUC,2,2,1333,eb9882099a9b6d64f04c78df79cfa3f09c6cb4b8cdf918bee216d06f0ac2ffde
PI3KAUC,2,3,1333,39a7bd3225847c9f2720e2ea756d2a51d3129bc8fd88d6356da2b3299e01d768
PI3KAUC,2,4,1333,c84494f7e83e818ec534ead4c70d49e5d1009034c8f62c5e7f78b083c673f2f3
PI3KAUC,2,5,1333,96e8c2ba8f7f99f343b79f8ac89ef05eaa9e43333792016854d29ec9d39a55df
PI3KAUC,2,6,1333,6c7cb958cab31c693fa4a50f53ff46d904ba48bccc8a619ff59b8aaf06039c4a
PI3KAUC,2,7,1333,a3384e4bd299c85ad0cdebebe4320e8f5ed4969ee8c11b1abffd643c8a33c5cf
PI3KAUC,2,8,1333,aa650c5dc5ff00b0f78c210e2f8ac796163f04ac0129e4f36b872cc052368af1
PI3KAUC,2,9,1333,9af21ba95e2d7be27b95594b1e0e65e0e177dc48886cdd146c8a6b3c166ebe39
PI3KAUC,2,10,1333,578c0ac8445bb0494a17ebca48c3286f9b6baf65cf839b78cb19a2a223299681
PI3KAUC,3,1,1334,43af63b8ef2ef7b9d2feefd8264c0f539f579e323d7a2c98b1f989cf5aa0ed51
PI3KAUC,3,2,1333,7a1dc7047b70234716ec0956907425b5d67665f4eedc60bd7ec5a081535f86d7
PI3KAUC,3,3,1333,5c07c1c419e745310701d9def95b603df7fd0a5a236f72248647173e5f9ceee2
PI3KAUC,3,4,1333,7a5dc1ec1345fc6fbacf10a21711c47dcd14a7d14003682e18af00e3bc0036dd
PI3KAUC,3,5,1333,07c5f4cc6e868300e31a543b703ca380da2e61647f395d03423f30a6f3c568d6
PI3KAUC,3,6,1333,d0c7a00d7a49db434935e84557d3186cd3137d092174caadeaf5000505e0f277
PI3KAUC,3,7,1333,5d8d3b92793c98c665106506ae335c02e61225520271c66aa08905653c8cf540
PI3KAUC,3,8,1333,f3bc35fa8407fca998ea0b9b92cdd8abdfcf7f2367a0a8b9b7430fd0938b2af9
PI3KAUC,3,9,1333,62a158393ca388479b2ccf61b2bf8b3abebb713f87e5353fdb629e1ca2f151a0
PI3KAUC,3,10,1333,c248b818df2584701f96a2c3a1897db034a4fe2a5ca6b9173d5ab02bf613a6ff
PI3KAUC,4,1,1334,d8ad93e52eafed2890861d3d775f1dd461079a4d1d9050364d2ea6dfe83798fa
PI3KAUC,4,2,1333,7457a3f742a9b684d1168193fe233ba5041a1dd133111e03702ec3d006d339af
PI3KAUC,4,3,1333,6d57173369dd5df1a167d52ed70b7a421ff9275739ab43983c6b9a8b57dbd8bb
PI3KAUC,4,4,1333,a82015bf684fb094858b37a9a7345c92545db02406223d8da0d47854c7eeb60f
PI3KAUC,4,5,1333,3e2ee951a4a8a7cb8d89f340f1dd76d0f267f5ebd17173bbb1b9bd74230eb4b9
PI3KAUC,4,6,1333,5628f51f3d305a1ff145b37b2cd43d2eb1246603358433eef07d0034be803b15
PI3KAUC,4,7,1333,7ffb14c69b1eadb8174ee5e060605d68cbd2fcd09f9fe980691da880828bed9e
PI3KAUC,4,8,1333,9093fc7edf3dbe26a3dda49b5e3a658ef18baed423eca904d5074857d69202aa
PI3KAUC,4,9,1333,aa97e7899cebf5867ce4b463e3226e15c28356e075d9ae5faab402ed1e47f5af
PI3KAUC,4,10,1333,7762eaa3979e22c9c9e6388285710695def974ef189a4310fbd36fb36d4a0656
PI3KAUC,5,1,1334,89fea8474ccb86089b6f5bae5e4a58bc1b7c17adb3c1d77d6c597345678c5ed3
PI3KAUC,5,2,1333,93d7b9ccf67d24513f576e371bf37acae2302f1f57bc11e373f4a9da92217f68
PI3KAUC,5,3,1333,2ce7780d4db9bf24ad523b7bb5f0a7d049e84a7a942cf5d127b13cad7cf11a9d
PI3KAUC,5,4,1333,90d20013c2dd406c2fca475411973d6ed03d1baa0b1846ebd783b6fb81031d3e
PI3KAUC,5,5,1333,b58da34282d935ba7d396dc4a8f24be6bcb7c9682acee5a19dc4cf4e96707943
PI3KAUC,5,6,1333,4c19b0e25fd7890d037360e82905e8a630915b5101985284c6ce07d7cba0548c
PI3KAUC,5,7,1333,1dbc0ed596e725de382a19fee27e6460ba981ffca64c0489e181aa93e8281e7a
PI3KAUC,5,8,1333,3dc9321dd308961357be346774e7cd6c8e6d23c4ce192dc93dd4713569af8023
PI3KAUC,5,9,1333,d750a117b790e52ff431f7cf0062e20aacc1656ca51d3aebabc794ec9af56d81
PI3KAUC,5,10,1333,f555fca17ec0098307d8b9f0988ad0fb79fea379649ea353607623da2a80fc66
PI3KAUC,6,1,1334,099b17a6f7fe8d27952e4d105ea2bba9d660a6a9270296265189df9ca392224a
PI3KAUC,6,2,1333,c271675cbf713081a30ca0aca3286b58463eac6febfb4df964cc67c762001f2a
PI3KAUC,6,3,1333,eae63163c54d836743f2231d71ccefb082e9cfa9e03cbc4c8030345cc09c44f9
PI3KAUC,6,4,1333,7ae40d2e629686080222bfecf15113b087867921b886e9d346b3d5cafad5d2be
PI3KAUC,6,5,1333,09fa4ce8d545faa1ec4aa18c3d9d429f919dca4e142eac015c149ee03a67c432
PI3KAUC,6,6,1333,64e427b0c46f683b408dd644e0d1a6893820a5d0a0a028a48ae5317fb30842dc
PI3KAUC,6,7,1333,3502df4857ec265eedfb80a3396529a6546bae7232e9cd72f6923e52ad57637e
PI3KAUC,6,8,1333,0aed19894b5721ae03fab7e0a4789870be6a0346aaf0c4c0b22c0b3daa4fe16d
PI3KAUC,6,9,1333,d67231ff69101721788c17eafe559b0c72a3f7e90152bc655e14fb3f26d3b227
PI3KAUC,6,10,1333,e1f6cffa1eb31b5d4479816e524e2b0feb20af6fc4bf14869c00a9ef9c0abea6
PI3KAUC,7,1,1334,7912ae5518545f2314007bf137522a2261c04ff1b2e57452dbb98ee831f1b3a4
PI3KAUC,7,2,1333,3be764dd8d8dfb9cbd46b04d3a334c582329d81923c9a85efea2adb4fed372a0
PI3KAUC,7,3,1333,0349eefb48257e9df40e8bc825acec712a731029eeb55ec3112f61bb2edc8494
PI3KAUC,7,4,1333,07e7345b092b471a6d72ac68591b64c2a646f4e85486789d277d473278dfd2b5
PI3KAUC,7,5,1333,dfb898d9504466159480ca7c1e20d3cf83524fc655c9fdc512da22457b53450b
PI3KAUC,7,6,1333,a3225f2507fae506eb7fabfa21d79428b3d4ae1a6d0402636e724fa73796ea6c
PI3KAUC,7,7,1333,e5680426f6b45580561c0c87828b3eaaa6df395a0c1864b62756efa8efe8353d
PI3KAUC,7,8,1333,923db60481948b7652132ae83940b179718d67df4e24684907dcab1c502fefb1
PI3KAUC,7,9,1333,e6c601805d990327d20ce7630a244871183640aa8beb5792d99c95898f3cd545
PI3KAUC,7,10,1333,0f5ed7ed22c614c4b49e64fe7f7fa36a138048c351354f6875c4bb945d36ae1b
PI3KAUC,8,1,1334,aab6ca26fe2ad856beac5f4dccd390ac5b6c43d314620be8f41960e5c39df263
PI3KAUC,8,2,1333,d0fd97eacc19b1aa252650215cd5b35e37683df4b6e099e051265ab5cbd0a672
PI3KAUC,8,3,1333,7160fc9902f55224240a398577717c683100dd918a011b9620165ad4a60bccce
PI3KAUC,8,4,1333,40b8675339d9a83bb5061397d62bf50444cc0de0cadfa25267e449fd93487dfa
PI3KAUC,8,5,1333,deed03372c3674583010c7025c57a810562ba421b9b8aa1c7c5a24e7d0696acb
PI3KAUC,8,6,1333,2526ccb9d27f0985d5a04ab36aa3123c2a50bbcdc3e6284884880cb26568fae7
PI3KAUC,8,7,1333,6247e503a6dacbaed2fded7941bf3d2fa698c045cd774cd295c888bbc64c4c30
PI3KAUC,8,8,1333,75ca458166191730697728cac6955e9760c956fb2987c8af9310491508449afd
PI3KAUC,8,9,1333,b43985f94a9e1a41e21b959bb7701fcf27b4da3e171d85ff4f3a724d6735f09a
PI3KAUC,8,10,1333,a5e3ca84269230c4df85bfdd33fe616f9be3c04d7d744544be87eaf06e4e8460
PI3KAUC,9,1,1334,791871ca44a6207f80773431cfe90994132124625dbd9d4558d57857d94024f4
PI3KAUC,9,2,1333,07aa61a791015f60deb29f597f3a64993a61a60f7f6e2c85355a02ca30f6a56d
PI3KAUC,9,3,1333,8307a66cf288b6dcb0244642f5e10ed6bee15a9edb7f3db6b493314b52d17a8b
PI3KAUC,9,4,1333,b7bd55ca7d08f67df697a7bf3bfb109f228af77e34cc65dd1e580e3cd9f9b2cd
PI3KAUC,9,5,1333,4ae3c926f7bf0b313ffe852f43b1977c3a8e014fdab2838e1009b82921765852
PI3KAUC,9,6,1333,f96d867981678223b21ee5ded9a348fb80cbdf618022aaf110b92c79d127e68b
PI3KAUC,9,7,1333,ce07bb31c66a1a1b0709506ab4b8e7aeed8f8d9c428bd250933a019f35a3be93
PI3KAUC,9,8,1333,8c01b64f9e07c11f68aebaeecf5eed1cb7eb49c85bcf23745279d0f4f2ca985a
PI3KAUC,9,9,1333,34c5934974d9bc4242edf39f23eedc5883b839bb94a6c70a694e7f6046d9f272
PI3KAUC,9,10,1333,17c4487ad2f84a4809d4578342468b1d25b4d6294e2bd7c2ebed6f5b4914c95d
PI3KIC50,0,1,1393,fe518370b5615db23237b8ed65c77d9ec39df859efe6a53bd500e2db41259981
PI3KIC50,0,2,1393,96d7bf63cc4fab2a22c66df04075fb0e5cc15748cb9aba9ca4a1d19a55c9ff5a
PI3KIC50,0,3,1393,f93dc85a72e2becb5ad2976c693b1bf06e6561afc5c28d9c4362f5924ef77e6a
PI3KIC50,0,4,1393,1796cfb218a7836b85f365fa105941e1027e6956dc5124f3ea3f6b8aafb3421b
PI3KIC50,0,5,1393,8f60a9c2bd84b53e859670778eb255b5bf2cffe59164cd9b6e75d342b236e665
PI3KIC50,0,6,1393,1a282294663fb6ac7443811cbe659f805fff1892834bb671eceb1bd68e429b3b
PI3KIC50,0,7,1393,baef672e85b1483533cbee740a698f2be36dad1939b0a7d292305715c5afa480
PI3KIC50,0,8,1392,ec5b52d394ca5e6f9f8e55a6421266bce9b7859359a69d9bfb05ec891ba7aa6c
PI3KIC50,0,9,1392,03748b5cb05caf0b8a76a4121f6123345399bf83f16370af38a4ae104fd0cb8b
PI3KIC50,0,10,1392,37d5d8660d29ea0880ef4e71d136506f8fc9d7c1f402dc41d9b52040f5cbb9e4
PI3KIC50,1,1,1393,062a4603d84dad0b5c24ea714c5ee7b0490070a3bf03c6cc932fef853ba25cf2
PI3KIC50,1,2,1393,ac84cc66fe21b5373f3589274ab7967b5d48695819494f0b5b7e91ae7216c178
PI3KIC50,1,3,1393,a4eddd59ffcb50427b0e75a22a228d14c6b21c9e475341053b60df951e1fa37d
PI3KIC50,1,4,1393,9bf399934e63edd7650f467b518bfacd87869d1607865d15178a5181619812ed
PI3KIC50,1,5,1393,e1ec41b3c9d11735607020596fb60412dcd8244b390298b168ee727db33a94ab
PI3KIC50,1,6,1393,f76f7d3d81e03a99e05dfba0fb2c21f4166bba9430fbcc0dd4787d132b4556e4
PI3KIC50,1,7,1393,781f52f8cfdf2502d14a61fbb34322540f43fc9b2568db94317abcda036e035f
PI3KIC50,1,8,1392,10e6c4607d2f1f82e130006f9faf07a690b93c65c9d864732fc1750945ecf8f6
PI3KIC50,1,9,1392,37a73236bff6cbd99ed7065df27111c46d3cc3415216d9b546da08737c7228b0
PI3KIC50,1,10,1392,264a8c3fbef791ca72d92f2b5ad7da1d29778d62041d5206d51e4e4089243c4b
PI3KIC50,2,1,1393,81e6cb962c473ad22d5ebc460bfe9f1c5a8c7c1f6cbc0a90bd9ec07d84e0f0ed
PI3KIC50,2,2,1393,34f175a00b71af7e8b66ae29c91443ba8d2a20b71ab56e3e151e5e6057b74042
PI3KIC50,2,3,1393,1f5a016281ad7048375500b275d4fccb7110d536c0c380362e1b615234f7bfb2
PI3KIC50,2,4,1393,bb6ce650cb2c6adccaca0d0d774c69375ed50b450cce741bf0a9192d67d99f20
PI3KIC50,2,5,1393,ee5fd631e6cdbd81360dae69aeceb763fbcc4ba89dd1c835019ba6cffb9f9ba6
PI3KIC50,2,6,1393,6e3b83ba88ba6f949975a0ced048e604345b65994bc398cf1707568f37d692d5
PI3KIC50,2,7,1393,c27e58f57612caa720d7f0b98902f86b82d377e094ad3be4f2cf733de42c91a1
PI3KIC50,2,8,1392,b48645874ee29e7922cc1c9f839dd04dd99271ad681e6eb3dd32b868561d858d
PI3KIC50,2,9,1392,5507a5978a4edf8ce5adf81783ecf4e0fa9011f68904fdea92c8a374765ae82a
PI3KIC50,2,10,1392,864407c074c682c162a303ba0cee13821314acae90bcde23b83280f8332251cc
PI3KIC50,3,1,1393,51ced5ca7e8af7a9d01ebb2710a37a1bb85b09223494ab8294ba86c085517c90
PI3KIC50,3,2,1393,bcd347f94ce109fd797e4fcea523b5e42e533ea6bf76416d71ef139af4b063de
PI3KIC50,3,3,1393,bd8911c56d3fb08a83322846ceb8513a4dfd74e4d8e5fe265e37342d05f09325
PI3KIC50,3,4,1393,853fd0e52db84d81cb70cf7ee69af249d6ddaf6672d6f631a59def9d06681f19
PI3KIC50,3,5,1393,518eb468e0c331feb61bb33f84224e31a8af974f1dcf4253b6e50587c91b00a2
PI3KIC50,3,6,1393,82b8c01bbc934dd6e3d0931a8479bdbf1b5bf57eb5aab0b40833c6f295b0a801
PI3KIC50,3,7,1393,18131d69f12938512a22565cf22155472ee50f917dec6c058a052c7750292d6b
PI3KIC50,3,8,1392,d0988a4b7bdd6df3911eb72a4335491557850daf6e4250ac5d7d5867bd47f03c
PI3KIC50,3,9,1392,e0bca0b90aeb9a3f0015720b337f51529fd74922ff114410842796e280ec1424
PI3KIC50,3,10,1392,bfe8ed33042566b3b71bafe0b755d798f2bb8a04acf207fc8f2777732ab87d9e
PI3KIC50,4,1,1393,932174fe9b2bf100895d58630aebd8001609ce8f741a85eec4f0839107ad9c70
PI3KIC50,4,2,1393,04a33d9e403af53c6f2f48d2bab09be9ef56e7846b8df63654dee67f07c8699c
PI3KIC50,4,3,1393,9abbdaec19c734df1e96f61fbc5a6c7e39fc297be07473b2e82fa9c161a9951c
PI3KIC50,4,4,1393,0bf17997061d1186f316ec2021b764b14a57091d24d45f0eb3afd20c10bdebba
PI3KIC50,4,5,1393,9992ddd5e2f12e99827be1987af14f76059fc83608e4a011337bda43027f600b
PI3KIC50,4,6,1393,7d5b0113a6039a2f75c903cddff0fd8a12858d2a0e0829100eb613c5d4810010
PI3KIC50,4,7,1393,74c98a8e391a5de510ac1e65ed35ad922b50586596cb5366a733d6ace6cddf41
PI3KIC50,4,8,1392,35ac60b7ed82b3c02ee2fcd89e44f9a0952a62834762cfa190cef4f744723e4a
PI3KIC50,4,9,1392,a614af7da8e3ed563bc067ab9da628478a500010b349821eae8528d23904d4bd
PI3KIC50,4,10,1392,c211a9f4f38e4a5fcff1adba565f66d033cf728a44730d23d028ae3832be32cd
PI3KIC50,5,1,1393,b104f187a0ada2562e0d5fa1d6ae1f7f32bc42acaf9d234ef456472f83c4529f
PI3KIC50,5,2,1393,9770f48d382f63481cbc83c257a11b87b2716d73281e38f5a39e21561605ce2a
PI3KIC50,5,3,1393,b0b86ec260ab7db01398dfd9d4ead6d91c9897c329c79af2bfd5290b1726313c
PI3KIC50,5,4,1393,b4d912ea48ff9850e3c2089a4266f6a66561054a72c88d7f3b7e1e2282178594
PI3KIC50,5,5,1393,e0a7fae9637802794e089e0462efc6ab8e620bfaa26e69fb0d54e7428aa940aa
PI3KIC50,5,6,1393,f106f34a5f5647422895abc01cd149ff98e483a830671a3785afe85b30157341
PI3KIC50,5,7,1393,6783729f87c593162ed6d2ea9a50e13b073e466442f095537b5ff4878ae676e6
PI3KIC50,5,8,1392,95b7b9d79a7d832fe101c36a0ae0b89d87941a991f344c2592cc49b8b9f266b7
PI3KIC50,5,9,1392,9879f2d3f63cd2500c819b5b6b662665f1be34afe6de27ee1d761550958579d9
PI3KIC50,5,10,1392,c7ae49ab4b9c37dcfa2d782ce1af98863c10ab521d4b8edf329253141fae44b3
PI3KIC50,6,1,1393,42ae2c18a54595411ac54432aa65ca4b5a5e9ed4300c7a6b062cd57e0a1b1c7e
PI3KIC50,6,2,1393,4cd9ca836c4905731e5be2aa993292e8fb0fea9a9e9c69960de54c8cbe34a01e
PI3KIC50,6,3,1393,7b380608b88f6ca608bd15eab3d37c6ab5e90f1ea571a70b41559e7bb1ae1073
PI3KIC50,6,4,1393,1aa997f9a6a080778ff0bdafb5fab8aea7349f3d4907f9ddf722ed7bf2065784
PI3KIC50,6,5,1393,c340a6a6491ab91291b4d06bd22cccc760b3dcf7b15bf013282bae094f7b3623
PI3KIC50,6,6,1393,82aa78b23551d2c3abce801057ddb82997e73a16593dcb0181f446d0c75b193d
PI3KIC50,6,7,1393,e4d5ce2a7546d2784db465b3124cba9db95d8e0fc15db03524df552415e8ac46
PI3KIC50,6,8,1392,3559a7be76f4a55a533a6b7c40d324d42bc4e3f472d0b26e2d637829c66a61d8
PI3KIC50,6,9,1392,2da4cce4d335d20a4785705cf55664b9628eb5147f3e1cb4366dfe69fec18aa4
PI3KIC50,6,10,1392,c2b3e97acf4ca3acf9653452ffdeefcfb6d0a8a1d35b8acf2fc54fdb48f6564f
PI3KIC50,7,1,1393,d8565b979b6c3610142913f5800f9e2631ad940e8d9b56d757e6a31d79d1a6e3
PI3KIC50,7,2,1393,8fd4294ab2d96fdeea8e9045d22efa02e37af2b510a274a936f30411cc3562de
PI3KIC50,7,3,1393,ad7ffc56890480ddf058e7ba17b38c65c2d37841253f9c17f4d13225c504cd6b
PI3KIC50,7,4,1393,6f9baec1ebfc70fe6c18fc676c041d246b4f662be3c0fa4004219eba4a64272b
PI3KIC50,7,5,1393,8341564080a58145602be10eda6b6ba1de4a8898e08461262900854c2c38bdf7
PI3KIC50,7,6,1393,964d1ed13cb693f9afa69dd76f00664df315b2419d7ea201fe00959bab00d8ec
PI3KIC50,7,7,1393,897d079238c2bb585367a22594e390e1fa5d9951f58cfdf9114d287fea821e59
PI3KIC50,7,8,1392,2ad6ecd0b33b2872172b266e51462a9c971a2bce4011bdec21b61599fea18736
PI3KIC50,7,9,1392,a72201d804384c3a0fd0194d748c1d7249998aa850bf460aa67147c82ef51d18
PI3KIC50,7,10,1392,0a61e0e138a8d72c3f8852cc579bcb73bb5612baf2b38068af61451c3637c8d3
PI3KIC50,8,1,1393,8ac8470864aa61353f872482237e504056617c9decfe97888b5b2f3733193223
PI3KIC50,8,2,1393,2e9d54948ac238c0f96146f48cea8c4bdd2b49b3d2b97e6863a1bb4329f80c6c
PI3KIC50,8,3,1393,8d6dd6e7f95cb7d7791d35b7e42833e7e0a84323da46aa8d68271bd5c1abc22d
PI3KIC50,8,4,1393,628c190198fc053012bfea115d2d664fe6479b16ac0f1552b930fa9b1d0e00d7
PI3KIC50,8,5,1393,960e4034a0203d74e7bdcafefbbc3790ffff527ddd28c59dfd95d4b4602469c1
PI3KIC50,8,6,1393,cd876becaa34eb5746bec870c36954f481340d48c1237d229b830fddc0909520
PI3KIC50,8,7,1393,46a16da315bec5f310df847c84835f5af24062358c21489bbb90f3df9cc7ccd9
